id_poi;osm_id;nama;nama_en;nama_id;kategori;sub_kategori;latitude;longitude;province;district;subdistrict;village;postcode;alamat_jalan;nomor_jalan;alamat_lengkap;alamat_terstruktur;deskripsi;teks_gabungan;tahun_berdiri;operator;akses;kapasitas;heritage;jam_buka;harga_tiket;fasilitas;website;telepon;email;wikipedia;wikidata;has_deskripsi;persen_kelengkapan;jumlah_tags;raw_tags;kode_pos;full_address
6955;('node', 4150959149);FamilyMart;nan;nan;amenity;restaurant;-6.176.376;10.687.261;Jawa;Jakarta Pusat;Cempaka Putih;Cempaka Putih Timur;15412;Jl. Cempaka Putih Raya;No. 102;nan;Jl. Cempaka Putih Raya, Kel. Cempaka Putih Timur, Kec. Cempaka Putih, Jakarta Pusat, Jawa, 15412;;Nama: FamilyMart. Kategori: amenity. Jenis: restaurant. Lokasi: Cempaka Putih, Jakarta Pusat, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;nan;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;6;"{""amenity"": ""restaurant"", ""name"": ""FamilyMart"", ""addr:housenumber"": ""No. 102"", ""addr:postcode"": ""15412"", ""addr:street"": ""Jl. Cempaka Putih Raya"", ""addr:city"": ""Cempaka Putih, Central Jakarta""}";15412;FamilyMart, No. 102, Jalan Cempaka Putih Raya, RW 06, Cempaka Putih Timur, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 15412, Indonesia
6956;('node', 4235054329);Abunawas Restaurant;nan;nan;amenity;restaurant;-6.200.544;106.852.869;Jawa;Jakarta Timur;Matraman;Kebon Manggis;10310;Jalan Matraman Raya;15;nan;Jalan Matraman Raya, Kel. Kebon Manggis, Kec. Matraman, Jakarta Timur, Jawa, 10310;;Nama: Abunawas Restaurant. Kategori: amenity. Jenis: restaurant. Lokasi: Matraman, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;nan;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;6;"{""amenity"": ""restaurant"", ""name"": ""Abunawas Restaurant"", ""addr:housenumber"": ""15"", ""addr:postcode"": ""10310"", ""addr:street"": ""Jalan Matraman Raya"", ""addr:city"": ""Kebon Manggis, Matraman, East Jakarta""}";10310;Abunawas Restaurant, 15, Jalan Matraman, RW 01, Kebon Manggis, Matraman, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 10310, Indonesia
6957;('node', 4235135490);SOUTHBOX;nan;nan;amenity;restaurant;-6.250.775;106.809.565;Jawa;Jakarta Selatan;Kebayoran Baru;Pulo;12160;Jl. Prapanca Raya, Pulo;18;nan;Jl. Prapanca Raya, Pulo, Kel. Pulo, Kec. Kebayoran Baru, Jakarta Selatan, Jawa, 12160;;Nama: SOUTHBOX. Kategori: amenity. Jenis: restaurant. Lokasi: Kebayoran Baru, Jakarta Selatan, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;nan;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;6;"{""amenity"": ""restaurant"", ""name"": ""SOUTHBOX"", ""addr:housenumber"": ""18"", ""addr:postcode"": ""12160"", ""addr:street"": ""Jl. Prapanca Raya, Pulo"", ""addr:city"": ""South Jakarta""}";12160;SOUTHBOX, 18, Jalan Prapanca Raya, RW 03, Pulo, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12160, Indonesia
6958;('node', 4235248347);Hause;nan;nan;amenity;restaurant;-6.207.764;106.828.428;Jawa;Jakarta Selatan;Setiabudi;Setiabudi;12910;Jalan Setia Budi Selatan;7;nan;Jalan Setia Budi Selatan, Kel. Setiabudi, Kec. Setiabudi, Jakarta Selatan, Jawa, 12910;;Nama: Hause. Kategori: amenity. Jenis: restaurant. Lokasi: Setiabudi, Jakarta Selatan, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;nan;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;6;"{""amenity"": ""restaurant"", ""name"": ""Hause"", ""addr:housenumber"": ""7"", ""addr:postcode"": ""12910"", ""addr:street"": ""Jalan Setia Budi Selatan"", ""addr:city"": ""South Jakarta""}";12910;Hause, 7, Jalan Setiabudi Selatan, RW 01, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12910, Indonesia
6959;('node', 4238857699);Kedai Es Pisang Ijo Pemuda (Tanjung Duren);nan;nan;amenity;restaurant;-6.169.779;10.678.288;Jawa;Jakarta Barat;Grogol Petamburan;Tanjung Duren Utara;11470;Jalan Tanjung Duren Utara IV;468;nan;Jalan Tanjung Duren Utara IV, Kel. Tanjung Duren Utara, Kec. Grogol Petamburan, Jakarta Barat, Jawa, 11470;;Nama: Kedai Es Pisang Ijo Pemuda (Tanjung Duren). Kategori: amenity. Jenis: restaurant. Lokasi: Grogol Petamburan, Jakarta Barat, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: Mo-Su 10:00-22:00;nan;nan;nan;nan;-;Mo-Su 10:00-22:00;-;-;nan;6,28E+12;nan;nan;nan;FALSE;80.0;15;"{""amenity"": ""restaurant"", ""name"": ""Kedai Es Pisang Ijo Pemuda (Tanjung Duren)"", ""cuisine"": ""dessert"", ""opening_hours"": ""Mo-Su 10:00-22:00"", ""takeaway"": ""yes"", ""addr:housenumber"": ""468"", ""addr:postcode"": ""11470"", ""addr:street"": ""Jalan Tanjung Duren Utara IV"", ""phone"": ""+6281312960237"", ""branch"": ""Tanjung Duren"", ""addr:city"": ""Jakarta Barat"", ""addr:district"": ""Grogol Petamburan"", ""addr:province"": ""DKI Jakarta"", ""addr:subdistrict"": ""Tanjung Duren Utara"", ""air_conditioning"": ""yes""}";11470;Kedai Es Pisang Ijo Pemuda (Tanjung Duren), 468, Jalan Tanjung Duren Utara IV, RW 03, Tanjung Duren Utara, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11470, Indonesia
6960;('node', 4240692643);Bakoel Koffie;nan;nan;amenity;restaurant;-618.791;106.836.907;Jawa;Jakarta Pusat;Menteng;Cikini;10330;Jl. Cikini Raya;No.25, RT.16/RW.1;nan;Jl. Cikini Raya, Kel. Cikini, Kec. Menteng, Jakarta Pusat, Jawa, 10330;;Nama: Bakoel Koffie. Kategori: amenity. Jenis: restaurant. Lokasi: Menteng, Jakarta Pusat, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;nan;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;6;"{""amenity"": ""restaurant"", ""name"": ""Bakoel Koffie"", ""addr:housenumber"": ""No.25, RT.16/RW.1"", ""addr:postcode"": ""10330"", ""addr:street"": ""Jl. Cikini Raya"", ""addr:city"": ""Cikini, Menteng, Central Jakarta""}";10330;Bakoel Koffie, No.25, RT.16/RW.1, Jalan Cikini Raya, RW 01, Cikini, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10330, Indonesia
6961;('node', 4240703167);Bakso Cemplon;nan;nan;amenity;restaurant;-6.209.442;106.826.173;Jawa;Daerah Khusus Ibukota Jakarta;Setiabudi;Setiabudi;12920;Jalan Setia Budi 2;No.19,;nan;Jalan Setia Budi 2, Kel. Setiabudi, Kec. Setiabudi, Daerah Khusus Ibukota Jakarta, Jawa, 12920;;Nama: Bakso Cemplon. Kategori: amenity. Jenis: restaurant. Lokasi: Setiabudi, Daerah Khusus Ibukota Jakarta, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;nan;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;6;"{""amenity"": ""restaurant"", ""name"": ""Bakso Cemplon"", ""addr:housenumber"": ""No.19,"", ""addr:postcode"": ""12920"", ""addr:street"": ""Jalan Setia Budi 2"", ""addr:city"": ""Setiabudi""}";12920;Bakso Cemplon, No.19,, Jalan Taman Setiabudi II, RW 03, Setiabudi, Daerah Khusus Ibukota Jakarta, Jawa, 12920, Indonesia
6962;('node', 4240707695);Bakso Solo Samrat;nan;nan;amenity;restaurant;-6.222.546;106.821.381;Jawa;Jakarta Selatan;Setiabudi;Karet Kuningan;12940;Jl. Prof. DR. Satrio;No.8;nan;Jl. Prof. DR. Satrio, Kel. Karet Kuningan, Kec. Setiabudi, Jakarta Selatan, Jawa, 12940;;Nama: Bakso Solo Samrat. Kategori: amenity. Jenis: restaurant. Lokasi: Setiabudi, Jakarta Selatan, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;nan;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;6;"{""amenity"": ""restaurant"", ""name"": ""Bakso Solo Samrat"", ""addr:housenumber"": ""No.8"", ""addr:postcode"": ""12940"", ""addr:street"": ""Jl. Prof. DR. Satrio"", ""addr:city"": ""Karet Kuningan, South Jakarta""}";12940;Bakso Solo Samrat, No.8, Jalan Profesor Doktor Satrio, RW 04, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12940, Indonesia
6963;('node', 4240720113);Bamboo Dim Sum;nan;nan;amenity;restaurant;-6.225.964;106.858.571;Jawa;Jakarta Selatan;Tebet;Tebet Timur;12830;Jl. Tebet Raya;No. 78B;nan;Jl. Tebet Raya, Kel. Tebet Timur, Kec. Tebet, Jakarta Selatan, Jawa, 12830;;Nama: Bamboo Dim Sum. Kategori: amenity. Jenis: restaurant. Lokasi: Tebet, Jakarta Selatan, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;nan;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;6;"{""amenity"": ""restaurant"", ""name"": ""Bamboo Dim Sum"", ""addr:housenumber"": ""No. 78B"", ""addr:postcode"": ""12830"", ""addr:street"": ""Jl. Tebet Raya"", ""addr:city"": ""Tebet, South Jakarta""}";12830;Bamboo Dim Sum, No. 78B, Jalan Tebet Timur Dalam III M, RW 01, Tebet Timur, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12830, Indonesia
6964;('node', 4240722089);Bangi Kopitiam Sabang;nan;nan;amenity;restaurant;-6.186.045;106.825.169;Jawa;Jakarta Pusat;Menteng;Kebon Sirih;10350;Jl. H. Agus Salim;57;nan;Jl. H. Agus Salim, Kel. Kebon Sirih, Kec. Menteng, Jakarta Pusat, Jawa, 10350;;Nama: Bangi Kopitiam Sabang. Kategori: amenity. Jenis: restaurant. Lokasi: Menteng, Jakarta Pusat, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;nan;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;6;"{""amenity"": ""restaurant"", ""name"": ""Bangi Kopitiam Sabang"", ""addr:housenumber"": ""57"", ""addr:postcode"": ""10350"", ""addr:street"": ""Jl. H. Agus Salim"", ""addr:city"": ""Menteng, Central Jakarta""}";10350;Bangi Kopitiam Sabang, 57, Jalan Haji Agus Salim, RW 03, Kebon Sirih, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10350, Indonesia
6965;('node', 4240747874);Bebek Kaleyo 6;nan;nan;amenity;restaurant;-6.225.605;106.856.731;Jawa;Jakarta Selatan;Tebet;Tebet Timur;12820;Jalan Lapangan Roos No.49;nan;nan;Jalan Lapangan Roos No.49, Kel. Tebet Timur, Kec. Tebet, Jakarta Selatan, Jawa, 12820;;Nama: Bebek Kaleyo 6. Kategori: amenity. Jenis: restaurant. Lokasi: Tebet, Jakarta Selatan, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;nan;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;5;"{""amenity"": ""restaurant"", ""name"": ""Bebek Kaleyo 6"", ""addr:postcode"": ""12820"", ""addr:street"": ""Jalan Lapangan Roos No.49"", ""addr:city"": ""Bukit Duri, Tebet, South Jakarta""}";12820;Bebek Kaleyo 6, Jalan K. Haji Abdul Syafi'ie, RW 01, Tebet Timur, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12820, Indonesia
6966;('node', 4240849477);Blenger Burger;nan;nan;amenity;restaurant;-624.125;106.789.966;Jawa;Jakarta Selatan;Kebayoran Baru;Blok E;12120;Jalan Bumi No. 58A;nan;nan;Jalan Bumi No. 58A, Kel. Blok E, Kec. Kebayoran Baru, Jakarta Selatan, Jawa, 12120;;Nama: Blenger Burger. Kategori: amenity. Jenis: restaurant. Lokasi: Kebayoran Baru, Jakarta Selatan, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;nan;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;5;"{""amenity"": ""restaurant"", ""name"": ""Blenger Burger"", ""addr:postcode"": ""12120"", ""addr:street"": ""Jalan Bumi No. 58A"", ""addr:city"": ""Kebayoran Baru, South Jakarta""}";12120;Blenger Burger, Jalan Kyai Maja, Blok E, Gunung, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12120, Indonesia
6967;('node', 4240968139);Joni Steak;nan;nan;amenity;restaurant;-6.161.656;106.831;Jawa;Jakarta Pusat;Sawah Besar;Pasar Baru;10710;Jalan KH Samanhudi;65;nan;Jalan KH Samanhudi, Kel. Pasar Baru, Kec. Sawah Besar, Jakarta Pusat, Jawa, 10710;;Nama: Joni Steak. Kategori: amenity. Jenis: restaurant. Lokasi: Sawah Besar, Jakarta Pusat, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;nan;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;6;"{""amenity"": ""restaurant"", ""name"": ""Joni Steak"", ""addr:housenumber"": ""65"", ""addr:postcode"": ""10710"", ""addr:street"": ""Jalan KH Samanhudi"", ""addr:city"": ""Central Jakarta""}";10710;Joni Steak, 65, Jalan KH. Samanhudi, RW 06, Pasar Baru, Sawah Besar, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10710, Indonesia
6968;('node', 4240974591);Joni Steak;nan;nan;amenity;restaurant;-6.146.592;106.815.663;Jawa;Jakarta Barat;Taman Sari;Glodok;11180;Jalan Gajah Mada;193;nan;Jalan Gajah Mada, Kel. Glodok, Kec. Taman Sari, Jakarta Barat, Jawa, 11180;;Nama: Joni Steak. Kategori: amenity. Jenis: restaurant. Lokasi: Taman Sari, Jakarta Barat, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;nan;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;6;"{""amenity"": ""restaurant"", ""name"": ""Joni Steak"", ""addr:housenumber"": ""193"", ""addr:postcode"": ""11180"", ""addr:street"": ""Jalan Gajah Mada"", ""addr:city"": ""West Jakarta""}";11180;Joni Steak, 193, Jalan Gajah Mada, RW 05, Glodok, Taman Sari, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11180, Indonesia
6969;('node', 4241031294);Kuningan Village;nan;nan;amenity;restaurant;-6.214.854;106.828.174;Jawa;Jakarta Selatan;Setiabudi;Karet;12910;Jl. Karbela Timur;nan;nan;Jl. Karbela Timur, Kel. Karet, Kec. Setiabudi, Jakarta Selatan, Jawa, 12910;;Nama: Kuningan Village. Kategori: amenity. Jenis: restaurant. Lokasi: Setiabudi, Jakarta Selatan, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;nan;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;5;"{""amenity"": ""restaurant"", ""name"": ""Kuningan Village"", ""addr:postcode"": ""12910"", ""addr:street"": ""Jl. Karbela Timur"", ""addr:city"": ""Setiabudi, South Jakarta""}";12910;Kuningan Village, Jalan Kuningan Village, RW 05, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12910, Indonesia
6970;('node', 4241050361);Central Restaurant Tomang;nan;nan;amenity;restaurant;-6.176.939;106.800.025;Jawa;Jakarta Barat;Grogol Petamburan;Tomang;11440;Jl. Tomang Raya;No.29, RT.12/RW.5;nan;Jl. Tomang Raya, Kel. Tomang, Kec. Grogol Petamburan, Jakarta Barat, Jawa, 11440;;Nama: Central Restaurant Tomang. Kategori: amenity. Jenis: restaurant. Lokasi: Grogol Petamburan, Jakarta Barat, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;nan;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;6;"{""amenity"": ""restaurant"", ""name"": ""Central Restaurant Tomang"", ""addr:housenumber"": ""No.29, RT.12/RW.5"", ""addr:postcode"": ""11440"", ""addr:street"": ""Jl. Tomang Raya"", ""addr:city"": ""Tomang, Grogol petamburan, West Jakarta""}";11440;Central Restaurant Tomang, No.29, RT.12/RW.5, Jalan Tomang Raya, RW 05, Tomang, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11440, Indonesia
6971;('node', 4242300000);Lucy in The Sky;nan;nan;amenity;restaurant;-6.226.771;106.806.954;Jawa;Jakarta Selatan;Kebayoran Baru;Senayan;12190;Jalan Jend. Sudirman;14;nan;Jalan Jend. Sudirman, Kel. Senayan, Kec. Kebayoran Baru, Jakarta Selatan, Jawa, 12190;;Nama: Lucy in The Sky. Kategori: amenity. Jenis: restaurant. Lokasi: Kebayoran Baru, Jakarta Selatan, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;nan;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;6;"{""amenity"": ""restaurant"", ""name"": ""Lucy in The Sky"", ""addr:housenumber"": ""14"", ""addr:postcode"": ""12190"", ""addr:street"": ""Jalan Jend. Sudirman"", ""addr:city"": ""Senayan, South Jakarta""}";12190;Lucy in The Sky, 14, Sudirman Central Business District Eastway, SCBD, Senayan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12190, Indonesia
6972;('node', 4242341389);Martabakku Menteng;nan;nan;amenity;restaurant;-6.187.756;106.829.785;Jawa;Jakarta Pusat;Menteng;Gondangdia;10350;Jalan HOS Cokroaminoto;1;nan;Jalan HOS Cokroaminoto, Kel. Gondangdia, Kec. Menteng, Jakarta Pusat, Jawa, 10350;;Nama: Martabakku Menteng. Kategori: amenity. Jenis: restaurant. Lokasi: Menteng, Jakarta Pusat, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;nan;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;7;"{""amenity"": ""restaurant"", ""name"": ""Martabakku Menteng"", ""cuisine"": ""pizza"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""10350"", ""addr:street"": ""Jalan HOS Cokroaminoto"", ""addr:city"": ""Menteng, Central Jakarta""}";10350;Martabakku Menteng, 1, Jalan Haji Oemar Said Cokroaminoto, RW 04, Gondangdia, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10350, Indonesia
6973;('node', 4242538223);Mbah Jingkrak;nan;nan;amenity;restaurant;-6.208.821;106.826.846;Jawa;Jakarta Selatan;Setiabudi;Setiabudi;12910;Jl. Setiabudi Tengah;11;nan;Jl. Setiabudi Tengah, Kel. Setiabudi, Kec. Setiabudi, Jakarta Selatan, Jawa, 12910;;Nama: Mbah Jingkrak. Kategori: amenity. Jenis: restaurant. Lokasi: Setiabudi, Jakarta Selatan, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;nan;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;6;"{""amenity"": ""restaurant"", ""name"": ""Mbah Jingkrak"", ""addr:housenumber"": ""11"", ""addr:postcode"": ""12910"", ""addr:street"": ""Jl. Setiabudi Tengah"", ""addr:city"": ""Setiabudi, South Jakarta""}";12910;Mbah Jingkrak, 11, Jalan Setiabudi Tengah, RW 03, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12910, Indonesia
6974;('node', 4242551853);Food Hall Kebon Jeruk;nan;nan;amenity;restaurant;-6.192.724;106.757.801;Jawa;Jakarta Barat;Kebon Jeruk;Kebon Jeruk;11530;Jl Pejuangan Raya;nan;nan;Jl Pejuangan Raya, Kel. Kebon Jeruk, Kec. Kebon Jeruk, Jakarta Barat, Jawa, 11530;;Nama: Food Hall Kebon Jeruk. Kategori: amenity. Jenis: restaurant. Lokasi: Kebon Jeruk, Jakarta Barat, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;nan;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;5;"{""amenity"": ""restaurant"", ""name"": ""Food Hall Kebon Jeruk"", ""addr:postcode"": ""11530"", ""addr:street"": ""Jl Pejuangan Raya"", ""addr:city"": ""west Jakarta""}";11530;Food Hall Kebon Jeruk, Jalan Trapesium, RW 07, Kebon Jeruk, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11530, Indonesia
6975;('node', 4242599193);Restoran Pizza Hut - Gatot Subroto Jakarta;nan;nan;amenity;restaurant;-6.241.478;106.839.535;Jawa;Jakarta Selatan;Tebet;Menteng Dalam;12870;Jl. Jenderal Gatot Subroto, Kav. 1000, RT 10 RW 01, Tebet, Menteng Dalam;nan;nan;Jl. Jenderal Gatot Subroto, Kav. 1000, RT 10 RW 01, Tebet, Menteng Dalam, Kel. Menteng Dalam, Kec. Tebet, Jakarta Selatan, Jawa, 12870;;Nama: Restoran Pizza Hut - Gatot Subroto Jakarta. Kategori: amenity. Jenis: restaurant. Lokasi: Tebet, Jakarta Selatan, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;nan;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;5;"{""amenity"": ""restaurant"", ""name"": ""Restoran Pizza Hut - Gatot Subroto Jakarta"", ""addr:postcode"": ""12870"", ""addr:street"": ""Jl. Jenderal Gatot Subroto, Kav. 1000, RT 10 RW 01, Tebet, Menteng Dalam"", ""addr:city"": ""South Jakarta""}";12870;Restoran Pizza Hut - Gatot Subroto Jakarta, Jalan Jenderal Gatot Subroto, RW 01, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12870, Indonesia
6976;('node', 4243787801);MM JUICE Melawai;nan;nan;amenity;restaurant;-6.246.085;106.798.453;Jawa;Jakarta Selatan;Kebayoran Baru;Melawai;12160;Jalan Melawai Raya;116 A;nan;Jalan Melawai Raya, Kel. Melawai, Kec. Kebayoran Baru, Jakarta Selatan, Jawa, 12160;;Nama: MM JUICE Melawai. Kategori: amenity. Jenis: restaurant. Lokasi: Kebayoran Baru, Jakarta Selatan, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;nan;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;6;"{""amenity"": ""restaurant"", ""name"": ""MM JUICE Melawai"", ""addr:housenumber"": ""116 A"", ""addr:postcode"": ""12160"", ""addr:street"": ""Jalan Melawai Raya"", ""addr:city"": ""Kebayoran Baru, South Jakarta""}";12160;MM JUICE Melawai, 116 A, Jalan Melawai Raya, RW 04, Melawai, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12160, Indonesia
6977;('node', 4243829367);Potato Head Garage;nan;nan;amenity;restaurant;-6.226.494;106.806.816;Jawa;Jakarta Selatan;Kebayoran Baru;Senayan;12190;Jl. Jend. Sudirman Kav. 52-53, Senayan, Kby. Baru;nan;nan;Jl. Jend. Sudirman Kav. 52-53, Senayan, Kby. Baru, Kel. Senayan, Kec. Kebayoran Baru, Jakarta Selatan, Jawa, 12190;;Nama: Potato Head Garage. Kategori: amenity. Jenis: restaurant. Lokasi: Kebayoran Baru, Jakarta Selatan, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;nan;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;5;"{""amenity"": ""restaurant"", ""name"": ""Potato Head Garage"", ""addr:postcode"": ""12190"", ""addr:street"": ""Jl. Jend. Sudirman Kav. 52-53, Senayan, Kby. Baru"", ""addr:city"": ""South Jakarta""}";12190;Potato Head Garage, Sudirman Central Business District Eastway, SCBD, Senayan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12190, Indonesia
6978;('node', 4243837955);OTW Food Street;nan;nan;amenity;restaurant;-6.170.284;106.903.444;Jawa;Jakarta Utara;Kelapa Gading;Kelapa Gading Timur;14240;Jl. Kelapa Kopyor Raya Blok BA 2;1;nan;Jl. Kelapa Kopyor Raya Blok BA 2, Kel. Kelapa Gading Timur, Kec. Kelapa Gading, Jakarta Utara, Jawa, 14240;;Nama: OTW Food Street. Kategori: amenity. Jenis: restaurant. Lokasi: Kelapa Gading, Jakarta Utara, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;nan;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;6;"{""amenity"": ""restaurant"", ""name"": ""OTW Food Street"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""14240"", ""addr:street"": ""Jl. Kelapa Kopyor Raya Blok BA 2"", ""addr:city"": ""Kelapa Gading, North Jakarta""}";14240;OTW Food Street, 1, Jalan Raya Kelapa Kopyor, RW 09, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta, Jawa, 14240, Indonesia
6979;('node', 4245902363);Lara Djonggrang;nan;nan;amenity;restaurant;-6.194.213;106.836.173;Jawa;Jakarta Pusat;Menteng;Gondangdia;10340;Jalan Teuku Cik Ditiro No.4;nan;nan;Jalan Teuku Cik Ditiro No.4, Kel. Gondangdia, Kec. Menteng, Jakarta Pusat, Jawa, 10340;;Nama: Lara Djonggrang. Kategori: amenity. Jenis: restaurant. Lokasi: Menteng, Jakarta Pusat, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;nan;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;5;"{""amenity"": ""restaurant"", ""name"": ""Lara Djonggrang"", ""addr:postcode"": ""10340"", ""addr:street"": ""Jalan Teuku Cik Ditiro No.4"", ""addr:city"": ""Central Jakarta""}";10340;Lara Djonggrang, Jalan Suwiryo, RW 02, Gondangdia, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10340, Indonesia
6980;('node', 4245918690);Sushi Massa;nan;nan;amenity;restaurant;-6.101.463;106.800.013;Jawa;Jakarta Utara;Penjaringan;Penjaringan;14440;Jalan Tuna Raya;5;nan;Jalan Tuna Raya, Kel. Penjaringan, Kec. Penjaringan, Jakarta Utara, Jawa, 14440;;Nama: Sushi Massa. Kategori: amenity. Jenis: restaurant. Lokasi: Penjaringan, Jakarta Utara, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: Tu-Su 11:30-14:00,18:00-22:00;nan;nan;nan;nan;-;Tu-Su 11:30-14:00,18:00-22:00;-;-;nan;nan;nan;nan;nan;FALSE;80.0;8;"{""amenity"": ""restaurant"", ""name"": ""Sushi Massa"", ""cuisine"": ""japanese";;
